from_id,Bideford Community Hospital,NHS Nightingale Exeter,"Colin Campbell Court, Plymouth",Torbay & South Devon Community Diagnostic Centre,Tiverton - Lowman Way,Okehampton - Exeter Road Industrial Estate,Crediton - Lords Meadow,South Molton - Pathfields,Newton Abbott - Market Walk,Bovey Tracey - Blue Waters,Honiton - Devonshire Road,Exmouth - The Strand,Barnstaple - Archwood Retail Park,Ilfracombe - Wilder Road,Kingsbridge - Fore Street,Tavistock - Drake Road,Holsworthy - Underlane,Paignton - Hyde Road
North Devon 010D,12.916667,49.283333,82.85,73.03333,32.133335,42.9,41.016666,13.75,66.26667,58.383335,54.95,61.1,4.0833335,22.583334,90.166664,59.066666,36.766666,73.316666
North Devon 010E,13.083333,49.033333,83.01667,72.78333,31.866667,43.066666,41.183334,13.5,66.0,58.55,54.683334,60.85,3.5,22.75,90.333336,59.25,36.933334,73.05
North Devon 010F,13.0,49.283333,82.933334,73.03333,32.116665,42.983334,41.1,13.75,66.25,58.466667,54.95,61.1,2.9,21.983334,90.23333,59.15,36.85,73.316666
North Devon 011C,12.316667,54.75,83.933334,78.5,37.583332,45.95,46.483334,19.216667,71.71667,63.85,60.4,66.566666,6.25,24.75,95.61667,60.166668,35.666668,78.76667
North Devon 011D,7.266667,58.35,78.88333,81.4,41.183334,40.9,50.083332,22.816668,74.61667,61.75,64.0,70.166664,11.833333,30.333334,93.53333,55.116665,30.616667,81.683334
North Devon 012D,14.933333,47.366665,84.86667,71.11667,30.2,45.416668,43.033333,11.833333,64.333336,60.4,53.033333,59.183334,6.1,24.6,89.28333,61.083332,38.783333,71.4
North Devon 012E,15.55,56.033333,82.03333,77.53333,38.866665,42.916668,40.516666,20.5,70.75,57.883335,61.7,67.85,6.7,25.2,89.666664,58.266666,39.383335,77.816666
North Devon 013B,28.3,42.933334,84.816666,66.683334,25.766666,51.45,41.216667,7.35,59.9,56.9,48.6,54.75,19.45,33.15,84.85,70.48333,52.15,66.96667
North Devon 013C,24.233334,39.65,81.53333,63.4,22.483334,43.45,37.166668,3.2,56.616665,53.616665,45.3,51.466667,15.383333,31.966667,81.566666,61.966667,48.183334,63.666668
North Devon 013D,24.816668,40.583332,82.46667,64.333336,23.416666,44.983334,38.7,3.7833333,57.55,54.55,46.25,52.4,15.966666,32.566666,82.5,63.5,47.9,64.61667
North Devon 013E,24.266666,39.166668,81.05,62.933334,22.016666,44.733334,38.45,2.3666666,56.15,53.15,44.833332,51.0,15.416667,32.0,81.1,63.266666,48.233334,63.2
North Devon 014C,40.016666,37.133335,79.01667,60.883335,19.983334,40.383335,22.666666,18.233334,54.116665,51.116665,42.8,48.966667,31.166666,47.766666,79.066666,59.416668,55.05,61.166668
South Hams 001A,65.03333,46.916668,13.416667,48.3,62.866665,35.483334,63.8,79.26667,36.5,33.816666,57.816666,56.783333,73.083336,91.566666,35.75,14.983334,54.6,40.2
South Hams 001B,64.13333,46.2,12.7,47.583332,62.15,34.583332,62.9,78.36667,35.783333,33.1,57.1,56.066666,72.183334,90.683334,35.05,14.1,53.7,39.5
South Hams 001C,65.13333,47.016666,13.516666,48.416668,62.966667,35.6,63.9,79.36667,36.6,33.916668,57.916668,56.9,73.183334,91.683334,35.866665,15.1,54.7,40.316666
South Hams 001D,77.933334,36.516666,14.35,37.916668,52.466667,46.616665,49.766666,71.433334,26.1,23.433332,47.416668,46.4,82.333336,100.13333,25.916666,27.9,67.5,29.816668
South Hams 002A,77.23333,38.283333,19.933332,39.683334,54.233334,47.683334,51.533333,73.2,27.883333,25.2,49.183334,48.166668,84.1,101.9,26.85,27.2,66.78333,31.583334
South Hams 004A,85.45,35.933334,43.6,18.5,51.883335,50.766666,49.2,70.85,22.45,29.116667,46.833332,45.816666,82.96667,99.55,28.966667,58.25,78.25,10.4
South Hams 004B,82.26667,32.2,35.916668,16.383333,48.15,47.033333,45.45,67.1,18.883333,25.25,43.1,42.066666,79.21667,95.8,25.833334,50.583332,74.5,8.316667
South Hams 006A,87.96667,44.033333,35.416668,35.433334,59.983334,54.133335,57.283333,78.95,29.116667,30.933332,54.933334,53.916668,89.85,107.65,8.65,48.966667,81.6,27.35
South Hams 006B,78.933334,35.016666,28.766666,25.933332,50.95,45.1,48.266666,69.916664,19.6,21.916666,45.9,44.883335,80.816666,98.61667,17.516666,42.316666,72.583336,17.833334
South Hams 006C,71.583336,27.666666,25.333334,21.683332,43.616665,37.766666,40.916668,62.583332,15.366667,14.566667,38.566666,37.55,73.48333,91.26667,19.933332,39.9,65.23333,13.6
South Hams 007A,90.48333,46.566666,44.233334,28.783333,62.5,56.65,59.816666,81.46667,30.066668,33.466667,57.45,56.433334,92.36667,110.166664,19.4,58.8,84.13333,20.683332
South Hams 007B,90.316666,46.4,44.066666,27.983334,62.35,56.483334,59.65,81.3,29.9,33.3,57.3,56.266666,92.21667,110.0,19.233334,58.633335,83.96667,19.883333
South Hams 007C,89.45,45.516666,43.183334,28.8,61.466667,55.616665,58.766666,80.433334,29.016666,32.433334,56.416668,55.4,91.333336,109.13333,18.366667,57.766666,83.083336,20.7
South Hams 007D,89.51667,45.583332,43.25,29.5,61.533333,55.683334,58.833332,80.5,29.1,32.5,56.483334,55.466667,91.4,109.2,18.433332,57.833332,83.166664,21.416666
South Hams 008A,90.38333,46.466667,30.65,42.733334,62.416668,56.566666,59.716667,81.38333,36.05,33.366665,57.366665,56.35,92.28333,110.066666,11.166667,45.433334,84.03333,34.916668
South Hams 002B,69.88333,25.966667,23.533333,28.333334,41.916668,36.066666,39.216667,60.883335,15.55,12.866667,36.866665,35.85,71.78333,89.566666,23.566668,38.216667,63.533333,22.266666
South Hams 002C,74.166664,30.233334,19.7,31.633333,46.183334,40.333332,43.5,65.15,19.833334,17.15,41.133335,40.116665,76.05,93.85,19.333334,33.25,67.816666,23.533333
South Hams 002D,73.0,29.066668,20.266666,29.983334,45.016666,39.166668,42.316666,63.983334,18.65,15.983334,39.966667,38.95,74.88333,92.683334,20.45,33.816666,66.63333,22.166666
South Hams 002E,72.166664,28.233334,19.666666,29.433332,44.183334,38.333332,41.483334,63.15,17.816668,15.15,39.133335,38.116665,74.05,91.85,19.833334,33.216667,65.816666,21.333334
South Hams 003A,75.416664,29.966667,29.066668,17.666666,45.916668,41.583332,43.216667,64.88333,12.033334,18.4,40.866665,39.85,77.3,93.583336,18.733334,43.733334,69.05,9.583333
South Hams 003B,77.416664,31.966667,31.066668,18.15,47.916668,43.583332,45.233334,66.88333,14.033334,20.4,42.866665,41.85,79.3,95.583336,20.983334,45.733334,71.066666,10.083333
South Hams 003C,74.933334,31.016666,27.55,21.716667,46.966667,41.1,44.266666,65.916664,15.4,17.916666,41.916668,40.883335,76.816666,94.61667,19.316668,43.25,68.583336,13.633333
South Hams 003D,75.066666,31.15,28.733334,18.983334,47.1,41.25,44.4,66.066666,13.35,17.733334,42.05,41.033333,76.96667,94.75,17.616667,43.083332,68.71667,10.9
South Hams 003E,75.11667,31.2,28.783333,18.5,47.15,41.283333,44.45,66.1,12.866667,17.783333,42.1,41.066666,77.0,94.8,17.666666,43.116665,68.76667,10.416667
South Hams 004C,73.8,24.283333,37.633335,9.566667,40.233334,39.116665,37.533333,59.2,10.8,17.466667,35.183334,34.166668,71.3,87.9,27.366667,52.1,66.6,5.1
South Hams 004D,87.03333,43.116665,40.783333,32.933334,59.066666,53.216667,56.366665,78.03333,26.616667,30.016666,54.016666,53.0,88.933334,106.71667,15.966666,55.366665,80.683334,24.85
South Hams 005A,75.96667,32.05,14.683333,33.433334,48.0,42.15,45.3,66.96667,21.633333,18.95,42.95,41.933334,77.86667,95.65,20.533333,28.233334,69.61667,25.35
South Hams 005B,76.8,32.883335,17.1,34.266666,48.833332,42.966667,46.133335,67.8,22.466667,19.783333,43.783333,42.75,78.7,96.48333,20.983334,30.65,70.45,26.183332
South Hams 005C,77.6,33.683334,16.6,35.066666,49.616665,43.766666,46.933334,68.583336,23.266666,20.583334,44.583332,43.55,79.48333,97.28333,19.65,30.15,71.25,26.966667
South Hams 005D,77.88333,33.966667,16.116667,35.35,49.916668,44.066666,47.216667,68.88333,23.55,20.866667,44.866665,43.85,79.78333,97.566666,21.216667,29.666666,71.53333,27.266666
South Hams 005E,77.63333,33.7,16.35,35.1,49.65,43.8,46.95,68.61667,23.15,20.466667,44.6,43.583332,79.51667,97.316666,22.033333,29.75,71.7,27.0
South Hams 005F,77.083336,33.166668,15.8,34.55,49.1,43.25,46.416668,68.066666,22.75,20.066668,44.05,43.033333,78.96667,96.76667,21.65,29.35,70.73333,26.45
South Hams 005G,77.15,33.233334,15.866667,34.616665,49.166668,43.316666,46.483334,68.13333,22.816668,20.133333,44.116665,43.1,79.03333,96.833336,21.716667,29.416666,70.8,26.516666
South Hams 008B,80.71667,36.783333,22.316668,38.166668,52.733334,46.883335,50.05,71.7,26.383333,23.7,47.683334,46.666668,82.6,100.4,11.433333,37.083332,74.36667,30.083334
South Hams 008C,91.666664,47.733334,29.683332,49.116665,63.683334,57.833332,60.983334,82.65,37.333332,34.65,58.633335,57.616665,93.55,111.35,26.75,43.233334,82.833336,41.033333
South Hams 008D,80.316666,39.95,15.0,41.35,55.9,50.05,53.2,74.86667,29.533333,26.85,50.85,49.833332,85.76667,103.566666,18.966667,30.266666,69.86667,33.25
South Hams 009A,86.583336,46.066666,20.216667,47.466667,62.016666,56.166668,59.316666,80.98333,35.65,32.966667,56.966667,55.95,91.88333,109.683334,25.083334,36.55,76.15,39.366665
South Hams 009B,84.6,46.683334,15.3,48.066666,62.633335,56.783333,59.933334,81.6,36.266666,33.583332,57.583332,56.566666,92.5,110.28333,29.4,35.2,74.166664,39.983334
South Hams 009C,91.01667,55.716667,21.716667,57.1,71.666664,61.483334,68.96667,90.63333,45.283333,42.616665,66.61667,65.583336,101.53333,119.316666,38.8,40.983334,80.583336,49.016666
South Hams 009D,79.433334,40.866665,11.966666,42.266666,56.816666,50.966667,54.116665,75.78333,30.45,27.766666,51.766666,50.75,86.683334,104.48333,22.433332,29.383333,69.0,34.166668
South Hams 010A,90.2,46.283333,33.85,37.7,62.233334,56.366665,59.533333,81.2,31.383333,33.183334,57.183334,56.15,92.1,109.88333,1.1666666,48.133335,83.85,29.616667
South Hams 010B,88.816666,44.9,32.45,36.3,60.85,54.983334,58.15,79.816666,30.0,31.8,55.8,54.766666,90.71667,108.5,1.6,46.733334,82.46667,28.216667
South Hams 010C,89.5,45.566666,33.15,37.0,61.516666,55.666668,58.816666,80.48333,30.683332,32.483334,56.466667,55.45,91.38333,109.183334,1.05,47.416668,83.15,28.916666
South Hams 011A,106.78333,62.866665,50.433334,54.283333,78.816666,72.95,76.11667,97.76667,47.966667,49.766666,73.76667,72.73333,108.683334,126.46667,17.75,64.71667,100.433334,46.2
South Hams 011B,93.13333,49.216667,46.883335,34.966667,65.166664,59.316666,62.466667,84.13333,32.716667,36.116665,60.116665,59.1,95.03333,112.816666,21.95,61.466667,86.78333,26.866667
South Hams 011C,97.05,53.133335,42.7,42.683334,69.066666,63.216667,66.38333,88.03333,36.633335,40.033333,64.03333,63.0,98.933334,116.73333,10.016666,56.966667,90.7,34.866665
South Hams 012A,94.53333,50.6,35.1,41.45,66.55,60.7,63.85,85.51667,35.133335,37.516666,61.5,60.483334,96.416664,114.21667,6.15,49.366665,88.183334,33.366665
South Hams 012B,97.25,53.333332,37.816666,44.166668,69.28333,63.416668,66.583336,88.23333,37.866665,40.233334,64.23333,63.2,99.15,116.933334,8.866667,52.083332,90.9,36.083332
South Hams 012C,96.03333,52.116665,36.6,42.966667,68.066666,62.216667,65.36667,87.03333,36.65,39.016666,63.016666,62.0,97.933334,115.73333,9.116667,50.866665,89.683334,34.866665
Teignbridge 003A,56.783333,21.283333,36.383335,26.05,37.233334,22.95,34.533333,56.183334,16.05,4.65,32.183334,31.15,58.666668,77.166664,36.416668,39.4,50.416668,26.316668
Teignbridge 004A,57.9,17.8,34.916668,22.45,33.75,24.066668,31.05,52.716667,14.4,3.2833333,28.7,27.683332,59.783333,78.3,34.95,40.516666,51.55,22.483334
Teignbridge 004B,57.083332,18.266666,34.216667,22.916666,34.216667,23.266666,31.533333,53.183334,13.883333,2.4833333,29.166666,28.15,58.983334,77.48333,34.25,39.7,50.733334,22.95
Teignbridge 007A,57.766666,17.583334,32.7,22.333334,33.533333,23.95,30.85,52.5,12.366667,0.7,28.483334,27.466667,59.666668,78.166664,32.733334,40.383335,51.416668,22.366667
Teignbridge 007B,59.866665,16.716667,31.816668,21.216667,32.666668,26.05,29.966667,51.616665,11.483334,2.85,27.616667,26.583334,61.766666,80.26667,31.866667,39.65,53.516666,21.483334
Teignbridge 011A,67.15,17.633333,41.266666,15.8,33.583332,32.466667,30.9,52.55,8.933333,13.35,28.533333,27.516666,64.666664,81.25,37.3,49.083332,59.95,15.833333
Teignbridge 011B,67.73333,18.216667,40.333332,14.85,34.166668,33.05,31.466667,53.133335,8.0,12.416667,29.116667,28.1,65.23333,81.833336,36.366665,48.133335,60.533333,14.9
Teignbridge 013A,72.11667,26.816668,39.883335,20.716667,42.766666,38.283333,40.066666,61.733334,8.883333,15.1,37.716667,36.7,74.01667,90.433334,32.283333,47.716667,65.76667,22.366667
Teignbridge 013B,66.96667,21.216667,36.833332,15.133333,37.166668,33.133335,34.466667,56.133335,3.2833333,9.95,32.116665,31.1,68.86667,84.833336,28.75,44.666668,60.616665,15.166667
Teignbridge 017A,64.85,20.916666,27.066668,23.533333,36.866665,31.016666,34.183334,55.833332,10.516666,7.8333335,31.816668,30.8,66.73333,84.53333,27.1,35.1,58.5,22.133333
Teignbridge 017B,64.38333,20.45,26.533333,23.066668,36.4,30.55,33.7,55.366665,10.033334,7.366667,31.35,30.333334,66.26667,84.066666,26.566668,33.466667,58.016666,21.6
Teignbridge 017C,69.2,25.283333,29.716667,27.65,41.233334,35.366665,38.533333,60.2,14.866667,12.183333,36.183334,35.15,71.1,88.88333,29.75,36.95,62.85,25.15
Teignbridge 017D,68.3,24.366667,24.95,26.75,40.316666,34.466667,37.616665,59.283333,13.966666,11.283334,35.266666,34.25,70.183334,87.98333,25.1,36.616665,61.95,21.033333
Teignbridge 017E,69.0,25.066668,24.266666,27.433332,41.016666,35.166668,38.316666,59.983334,14.65,11.966666,35.966667,34.95,70.88333,88.683334,24.433332,37.316666,62.633335,21.733334
Teignbridge 019A,68.96667,22.533333,37.0,14.45,38.483334,35.133335,35.783333,57.433334,5.266667,11.95,33.433334,32.4,69.55,86.13333,27.816668,46.65,62.6,14.5
Teignbridge 019B,72.78333,28.816668,36.883335,20.95,44.766666,38.95,42.066666,63.733334,10.883333,15.766666,39.716667,38.7,74.666664,92.433334,30.116667,44.716667,66.433334,20.183332
Teignbridge 001A,56.383335,10.266666,44.266666,26.366667,26.216667,21.7,20.1,45.183334,19.366667,16.366667,21.166666,20.15,58.266666,73.88333,44.316666,39.783333,49.183334,26.416666
Teignbridge 002A,60.583332,8.466666,43.85,25.95,24.466667,25.9,23.633333,43.433334,18.933332,15.933333,19.416666,18.35,55.533333,72.13333,43.883335,43.983334,53.366665,25.983334
Teignbridge 002B,59.083332,9.583333,39.616665,21.466667,25.533333,24.416666,22.833334,44.5,14.7,11.7,20.483334,19.45,56.6,73.183334,39.65,42.5,51.883335,21.766666
Teignbridge 002C,60.533333,8.416667,43.8,25.9,24.416666,25.85,23.583334,43.383335,18.883333,15.883333,19.366667,18.3,55.5,72.083336,43.833332,43.933334,53.333332,25.95
Teignbridge 002D,66.36667,14.25,49.633335,28.266666,30.266666,31.7,29.433332,49.216667,20.266666,21.733334,25.216667,24.133333,61.333332,77.916664,48.783333,49.766666,59.166668,27.316668
Teignbridge 002E,64.583336,12.466666,46.683334,26.6,28.466667,29.9,27.633333,47.433334,19.583334,18.766666,23.416666,22.35,59.533333,76.13333,48.1,47.983334,57.383335,26.633333
Teignbridge 003B,48.783333,25.433332,40.55,30.433332,41.383335,14.95,33.55,52.883335,20.2,8.816667,36.333332,35.316666,50.666668,69.183334,40.583332,31.666666,42.433334,30.466667
Teignbridge 004C,63.8,13.9,34.7,21.1,29.85,28.733334,27.15,48.816666,13.3,6.7833333,24.8,23.766666,60.916668,77.5,34.733334,42.566666,56.2,21.383333
Teignbridge 004D,63.366665,13.85,36.2,21.1,29.8,28.683332,27.1,48.766666,14.316667,8.283334,24.75,23.733334,60.866665,77.45,36.233334,44.066666,56.166668,21.383333
Teignbridge 004E,63.783333,13.966666,34.666668,21.2,29.916666,28.8,27.216667,48.883335,13.266666,6.766667,24.866667,23.85,60.983334,77.583336,34.716667,42.533333,56.283333,21.466667
Teignbridge 004F,60.466667,14.55,32.883335,19.2,30.5,26.65,27.8,49.466667,11.15,4.9666667,25.45,24.433332,62.366665,78.166664,32.916668,40.75,54.116665,19.233334
Teignbridge 005B,69.816666,20.3,48.983334,22.816668,36.25,35.133335,33.566666,55.216667,19.25,21.083334,31.2,30.183332,67.333336,83.916664,47.616665,53.216667,62.616665,26.15
Teignbridge 005C,71.8,19.683332,52.3,23.566668,35.683334,37.116665,34.85,54.65,20.0,24.4,30.633333,29.566668,66.75,83.35,48.366665,55.2,64.583336,26.9
Teignbridge 005D,71.05,21.75,51.583332,22.85,37.75,36.366665,36.916668,56.716667,19.283333,23.666666,32.7,31.633333,68.816666,85.416664,47.65,54.45,63.833332,26.166666
Teignbridge 006A,71.48333,21.3,50.016666,21.283333,37.3,36.816666,36.466667,56.266666,17.716667,22.1,32.25,31.166666,68.36667,84.95,46.066666,54.9,64.28333,24.6
Teignbridge 006B,70.53333,21.033333,48.333332,19.6,36.983334,35.866665,34.283333,55.95,16.033333,20.416666,31.933332,30.9,68.05,84.63333,44.383335,53.95,63.333332,22.916666
Teignbridge 006C,70.066666,20.55,49.233334,21.8,36.5,35.383335,33.816666,55.466667,18.233334,21.333334,31.45,30.433332,67.583336,84.166664,46.583332,53.466667,62.866665,25.116667
Teignbridge 006D,69.416664,19.9,48.583332,22.716667,35.85,34.733334,33.15,54.816666,19.15,20.666666,30.8,29.783333,66.916664,83.5,46.816666,52.816666,62.216667,25.333334
Teignbridge 007C,61.066666,17.283333,32.4,22.016666,33.233334,27.233334,30.55,52.2,10.783334,4.05,28.183332,27.166666,62.95,80.9,32.433334,40.266666,54.716667,22.066668
Teignbridge 007D,121.4,77.63333,91.566666,82.6,93.583336,87.566666,90.88333,112.55,69.6,64.38333,88.53333,87.5,123.28333,141.23334,91.61667,99.433334,115.05,82.65
Teignbridge 009A,66.35,16.833334,38.25,13.75,32.783333,31.666666,30.083334,51.75,4.9166665,10.35,27.733334,26.716667,63.85,80.45,34.6,46.1,59.15,13.8
Teignbridge 009B,66.03333,16.516666,37.616665,13.433333,32.466667,31.35,29.766666,51.433334,4.15,10.716666,27.416666,26.4,63.533333,80.11667,33.833332,45.483334,58.816666,13.466666
Teignbridge 009C,65.23333,15.716666,37.4,15.116667,31.666666,30.55,28.966667,50.633335,6.75,9.5,26.616667,25.6,62.733334,79.333336,36.6,45.25,58.033333,15.15
Teignbridge 009D,65.433334,15.916667,36.933334,14.433333,31.866667,30.75,29.166666,50.833332,4.6,9.033334,26.816668,25.8,62.95,79.53333,34.283333,44.783333,58.233334,14.466666
Teignbridge 009E,65.88333,17.0,36.9,14.1,32.95,31.833334,30.25,51.916668,4.2833333,8.866667,27.9,26.883333,64.01667,80.61667,33.966667,44.766666,59.316666,14.15
Teignbridge 009F,64.433334,14.916667,35.933334,14.066667,30.866667,29.75,28.166666,49.833332,5.9333334,8.016666,25.816668,24.8,61.933334,78.53333,35.8,43.783333,57.233334,14.35
Teignbridge 011C,66.416664,16.9,38.816666,13.833333,32.85,31.733334,30.166666,51.816666,6.3,10.9,27.8,26.783333,63.933334,80.51667,35.333332,46.65,59.216667,13.866667
Teignbridge 012A,63.95,20.183332,32.75,15.15,36.133335,30.116667,33.433334,55.1,2.1333334,6.9333334,31.083334,30.05,65.85,83.78333,31.983334,40.616665,57.6,15.2
Teignbridge 012B,65.15,21.383333,33.116665,16.183332,37.333332,31.316668,34.633335,56.3,3.1833334,8.133333,32.283333,31.25,67.05,85.0,33.016666,40.983334,58.8,16.216667
Teignbridge 012C,62.583332,18.816668,32.8,15.15,34.766666,28.75,32.066666,53.716667,2.1333334,5.5666666,29.716667,28.683332,64.46667,82.416664,31.983334,40.666668,56.233334,15.2
Teignbridge 012D,64.75,20.616667,34.616665,14.55,36.566666,30.916666,33.866665,55.533333,2.1,7.733333,31.516666,30.5,66.65,84.23333,31.933332,42.483334,58.4,14.583333
Teignbridge 013D,65.8,15.883333,36.366665,15.266666,31.833334,30.7,29.133333,50.783333,5.3,8.45,26.783333,25.75,62.9,79.48333,34.983334,44.2,58.183334,15.316667
Teignbridge 014A,68.71667,19.2,39.133335,12.683333,35.15,34.033333,32.45,54.116665,5.5833335,12.266666,30.1,29.083334,66.23333,82.816666,34.1,47.0,61.516666,12.716666
Teignbridge 014B,67.75,18.233334,36.233334,12.15,34.183334,33.066666,31.483334,53.15,2.7666667,9.35,29.133333,28.116667,65.25,81.85,32.15,44.083332,60.55,12.183333
Teignbridge 014C,65.333336,19.916666,35.183334,13.05,35.866665,31.5,33.166668,54.833332,1.6166667,8.316667,30.816668,29.8,67.21667,83.53333,31.3,43.05,58.966667,13.083333
Teignbridge 014D,66.01667,18.3,35.866665,12.216666,34.25,32.166668,31.55,53.216667,2.3166666,9.0,29.2,28.183332,65.316666,81.916664,30.833334,43.733334,59.65,12.25
Teignbridge 015A,64.583336,21.1,33.583332,15.0,37.05,30.75,34.066666,56.0,1.9833333,7.5666666,32.0,30.683332,66.48333,84.7,31.833334,41.45,58.233334,15.033334
Teignbridge 015B,65.083336,19.2,34.95,13.116667,35.15,31.25,32.466667,54.116665,1.4,8.066667,30.1,29.083334,66.98333,82.816666,29.916666,42.816666,58.733334,13.15
Teignbridge 015C,67.23333,19.716667,37.083332,13.616667,35.666668,33.383335,32.966667,54.633335,3.5333333,10.216666,30.616667,29.6,66.73333,83.333336,32.05,44.95,60.866665,13.65
Teignbridge 015D,68.11667,18.6,37.083332,12.5,34.55,33.433334,31.85,53.516666,3.5333333,10.216666,29.5,28.483334,65.61667,82.2,32.05,44.95,60.9,12.55
Teignbridge 016A,68.4,18.883333,38.816666,12.116667,34.833332,33.716667,32.133335,53.8,5.266667,11.933333,29.783333,28.75,65.9,82.48333,33.783333,46.683334,61.183334,12.383333
Teignbridge 016B,67.63333,18.133333,38.05,11.366667,34.083332,32.966667,31.383333,53.033333,4.516667,11.183333,29.033333,28.0,65.15,81.73333,33.016666,45.916668,60.433334,11.633333
Teignbridge 016C,67.683334,18.166666,38.1,11.4,34.116665,33.0,31.416666,53.083332,4.55,11.216666,29.066668,28.033333,65.183334,81.76667,33.066666,45.966667,60.466667,11.683333
Teignbridge 016D,68.63333,19.116667,39.05,12.35,35.066666,33.95,32.366665,54.033333,5.5,12.166667,30.016666,29.0,66.13333,82.71667,34.016666,46.916668,61.433334,12.616667
Teignbridge 018A,67.55,18.033333,37.966667,10.733334,33.983334,32.866665,31.283333,52.95,4.4166665,11.1,28.933332,27.916666,65.05,81.65,32.933334,45.833332,60.35,11.55
Teignbridge 018B,70.6,21.1,40.883335,8.75,37.033333,35.916668,34.35,56.0,7.6,15.283334,32.0,30.966667,68.11667,84.7,31.683332,49.016666,63.4,9.433333
Teignbridge 018C,71.816666,22.3,42.366665,8.65,38.25,37.133335,35.566666,57.216667,8.816667,15.483334,33.2,32.183334,69.333336,85.916664,32.3,50.233334,64.61667,9.333333
Teignbridge 018D,70.21667,20.7,40.766666,9.45,36.65,35.533333,33.966667,55.616665,7.2166667,14.9,31.6,30.583334,67.73333,84.316666,32.466667,48.633335,63.016666,10.133333
Teignbridge 019C,71.083336,25.333334,34.366665,16.066668,41.283333,37.25,38.6,60.25,7.4,14.066667,36.233334,35.216667,72.98333,88.95,25.183332,49.066666,64.73333,15.266666
Teignbridge 019D,70.8,25.066668,34.083332,15.783334,41.016666,36.966667,38.316666,59.966667,7.116667,13.8,35.966667,34.933334,72.7,88.666664,24.9,48.783333,64.45,14.983334
Teignbridge 001B,54.9,15.4,49.4,31.5,31.35,20.216667,18.733334,50.3,24.483334,21.483334,26.3,25.266666,56.783333,75.28333,49.433334,38.3,47.683334,31.55
Teignbridge 001C,51.816666,14.716666,48.716667,30.816668,29.566668,17.133333,14.0,47.983334,23.8,20.816668,25.616667,24.583334,52.0,70.51667,48.75,35.216667,44.616665,30.866667
Teignbridge 001D,82.73333,40.316666,64.73333,50.933334,56.266666,48.9,49.7,75.23333,42.883335,36.833332,51.216667,50.2,84.61667,103.11667,64.78333,65.23333,76.38333,50.966667
Teignbridge 003C,65.23333,32.85,42.116665,36.816666,48.783333,31.416666,46.1,67.75,23.783333,16.216667,43.75,42.716667,67.13333,85.63333,42.15,34.033333,58.883335,37.183334
Teignbridge 003D,61.283333,22.683332,44.233334,30.433332,38.633335,27.45,28.266666,57.6,22.383333,15.6,33.583332,32.566666,63.183334,81.683334,44.266666,43.8,54.933334,30.466667
Teignbridge 008A,65.38333,15.866667,44.566666,17.416666,31.816668,30.7,29.116667,50.783333,13.766666,16.666666,26.766666,25.75,62.883335,79.48333,42.133335,48.783333,58.183334,20.666666
Teignbridge 008B,66.26667,16.75,44.616665,15.883333,32.7,31.583334,30.0,51.666668,12.3,16.7,27.65,26.633333,63.766666,80.36667,40.666668,49.666668,59.066666,19.2
Teignbridge 008C,67.61667,18.1,46.083332,17.35,34.05,32.933334,31.35,53.016666,13.783334,18.166666,29.0,27.966667,65.11667,81.7,42.133335,51.016666,60.4,20.683332
Teignbridge 008D,66.916664,17.4,46.816666,18.083334,33.35,32.233334,30.65,52.316666,14.5,18.9,28.3,27.283333,64.416664,81.01667,42.866665,50.316666,59.716667,21.4
Teignbridge 008E,67.916664,18.416666,45.066666,16.333334,34.366665,33.25,31.666666,53.316666,12.75,17.15,29.316668,28.283333,65.433334,82.01667,41.116665,51.333332,60.716667,19.65
Teignbridge 010A,66.833336,17.316668,43.8,15.066667,33.266666,32.15,30.566668,52.233334,11.5,15.883333,28.216667,27.2,64.333336,80.933334,39.85,50.233334,59.633335,18.4
Teignbridge 010B,67.75,18.25,44.366665,15.633333,34.2,33.083332,31.516666,53.15,12.066667,16.466667,29.15,28.133333,65.26667,81.85,40.433334,51.166668,60.566666,18.966667
Teignbridge 010C,67.85,18.333334,43.35,14.583333,34.283333,33.183334,31.6,53.25,11.016666,15.433333,29.233334,28.233334,65.36667,81.95,39.383335,51.25,60.666668,17.916666
Teignbridge 010D,67.666664,18.15,43.833332,15.083333,34.1,32.983334,31.4,53.066666,11.516666,15.933333,29.05,28.033333,65.166664,81.75,39.883335,51.066666,60.45,18.416666
Teignbridge 011D,69.28333,19.783333,44.166668,12.633333,35.716667,34.616665,33.05,54.683334,11.866667,16.25,30.666666,29.666666,66.8,83.38333,40.216667,52.0,62.1,18.75
Teignbridge 011E,74.05,24.55,44.15,11.816667,40.5,39.4,37.816666,59.45,10.6,17.266666,35.45,34.433334,71.566666,88.15,39.116665,51.983334,66.86667,17.716667
Torridge 001A,6.2833333,59.9,79.1,81.61667,42.75,41.116665,51.633335,24.366667,74.833336,61.966667,65.566666,71.73333,13.4,31.9,93.73333,55.333332,30.833334,81.88333
Torridge 001B,5.4,59.033333,78.21667,80.75,41.883335,40.233334,50.766666,23.5,73.96667,61.1,64.7,70.85,12.533334,31.033333,92.86667,54.466667,29.966667,81.01667
Torridge 001C,4.6,58.233334,77.416664,79.933334,41.066666,39.433334,49.966667,22.7,73.15,60.283333,63.883335,70.05,11.716666,30.216667,92.066666,53.65,29.15,80.21667
