from_id,Bideford Community Hospital,NHS Nightingale Exeter,"Colin Campbell Court, Plymouth",Torbay & South Devon Community Diagnostic Centre,Tiverton - Lowman Way,Okehampton - Exeter Road Industrial Estate,Crediton - Lords Meadow,South Molton - Pathfields,Newton Abbott - Market Walk,Bovey Tracey - Blue Waters,Honiton - Devonshire Road,Exmouth - The Strand,Barnstaple - Archwood Retail Park,Ilfracombe - Wilder Road,Kingsbridge - Fore Street,Tavistock - Drake Road,Holsworthy - Underlane,Paignton - Hyde Road
Plymouth 001A,65.95,44.55,10.5,45.95,60.5,36.4,57.816666,80.183334,34.0,31.316668,55.45,54.433334,74.0,92.5,33.266666,15.916667,55.516666,37.85
Plymouth 002A,67.566666,44.866665,10.816667,46.266666,60.816666,38.016666,58.116665,81.8,34.316666,31.633333,55.766666,54.75,75.61667,94.1,33.583332,17.516666,57.116665,38.016666
Plymouth 003A,69.11667,44.083332,10.033334,45.483334,60.033333,39.566666,57.333332,79.0,33.666668,30.983334,54.983334,53.966667,77.166664,95.65,32.933334,19.066668,58.666668,37.383335
Plymouth 003B,70.61667,45.383335,11.533334,46.766666,61.333332,41.066666,58.633335,80.28333,34.966667,32.283333,56.283333,55.25,78.666664,97.15,34.233334,20.566668,60.183334,38.666668
Plymouth 003C,71.916664,46.516666,12.833333,47.9,62.466667,42.383335,59.766666,81.416664,36.1,33.416668,57.416668,56.383335,79.96667,98.46667,35.366665,21.883333,61.483334,39.8
Plymouth 004A,70.46667,45.5,11.666667,46.883335,61.45,40.916668,58.75,80.416664,35.083332,32.4,56.4,55.366665,78.51667,97.01667,34.35,20.433332,60.033333,38.8
Plymouth 007A,69.066666,44.033333,9.983334,45.433334,59.983334,39.516666,57.283333,78.95,33.616665,30.95,54.933334,53.916668,77.11667,95.61667,32.883335,19.016666,58.633335,37.333332
Plymouth 007B,69.333336,42.916668,8.866667,44.316666,58.866665,39.783333,56.166668,77.833336,32.516666,29.833334,53.816666,52.8,77.38333,95.86667,31.783333,19.283333,58.883335,36.216667
Plymouth 008A,69.53333,42.433334,8.366667,43.816666,58.366665,39.983334,55.683334,77.333336,32.016666,29.333334,53.333332,52.3,77.583336,96.066666,31.283333,19.483334,59.1,35.716667
Plymouth 008B,69.05,42.333332,8.283334,43.733334,58.283333,39.5,55.6,77.25,31.933332,29.25,53.233334,52.216667,77.1,95.583336,31.2,19.0,58.616665,35.633335
Plymouth 008C,70.2,42.6,9.45,44.0,58.55,40.65,55.866665,77.51667,32.2,29.516666,53.5,52.483334,78.25,96.75,31.466667,20.166666,59.766666,35.9
Plymouth 008D,68.416664,42.016666,7.9666667,43.416668,57.966667,38.883335,55.266666,76.933334,31.6,28.933332,52.916668,51.9,76.46667,94.96667,30.866667,18.383333,57.983334,35.316666
Plymouth 010A,72.683334,41.616665,10.966666,43.016666,57.566666,43.133335,54.866665,76.53333,31.2,28.533333,52.516666,51.5,80.73333,99.21667,30.466667,22.633333,62.233334,34.916668
Plymouth 010B,71.433334,43.033333,10.666667,44.433334,58.983334,41.883335,56.3,77.95,32.633335,29.95,53.933334,52.916668,79.48333,97.96667,31.9,21.383333,60.983334,36.333332
Plymouth 010C,70.916664,40.7,10.05,42.1,56.65,41.366665,53.966667,75.61667,30.3,27.616667,51.6,50.583332,78.98333,97.46667,29.566668,20.883333,60.483334,34.0
Plymouth 012A,72.73333,42.533333,7.1,43.916668,58.466667,43.2,55.783333,77.433334,32.116665,29.433332,53.433334,52.4,80.78333,99.28333,31.383333,22.7,62.3,35.816666
Plymouth 012B,72.46667,43.816666,6.5333333,45.216667,59.766666,42.933334,57.066666,78.73333,33.416668,30.733334,54.716667,53.7,80.51667,99.01667,32.666668,22.433332,62.033333,37.116665
Plymouth 012C,72.95,42.85,5.6833334,44.25,58.8,43.4,56.116665,77.76667,32.45,29.766666,53.75,52.733334,81.0,99.48333,31.716667,22.9,62.5,36.15
Plymouth 012D,71.55,43.05,10.783334,44.45,59.0,42.0,56.3,77.96667,32.65,29.966667,53.95,52.933334,79.6,98.1,31.916666,21.5,61.116665,36.35
Plymouth 012E,71.88333,41.666668,11.016666,43.066666,57.616665,42.333332,54.916668,76.583336,31.266666,28.583334,52.566666,51.55,79.933334,98.433334,30.533333,21.85,61.45,34.966667
Plymouth 013A,72.03333,44.25,4.483333,45.65,60.2,42.5,57.5,79.166664,33.85,31.166666,55.15,54.133335,80.083336,98.583336,33.1,22.0,61.6,37.55
Plymouth 014A,72.75,44.783333,6.4,46.183334,60.733334,43.2,58.05,79.7,34.383335,31.7,55.683334,54.666668,80.8,99.28333,33.65,22.7,62.316666,38.083332
Plymouth 014B,73.416664,45.466667,5.65,46.85,61.416668,43.866665,58.716667,80.36667,35.05,32.366665,56.366665,55.333332,81.46667,99.96667,34.316666,23.383333,62.983334,38.766666
Plymouth 014C,73.45,45.483334,6.05,46.883335,61.433334,43.9,58.733334,80.4,35.083332,32.4,56.383335,55.366665,81.5,99.98333,34.35,23.4,63.016666,38.783333
Plymouth 016A,70.1,42.2,7.0666666,43.6,58.15,40.55,55.45,77.11667,31.8,29.116667,53.1,52.083332,78.15,96.65,31.066668,20.05,59.666668,35.5
Plymouth 016B,70.21667,42.316666,4.6833334,43.716667,58.266666,40.666668,55.583332,77.23333,31.916666,29.233334,53.216667,52.2,78.26667,96.76667,31.183332,20.166666,59.783333,35.616665
Plymouth 016C,70.96667,43.066666,5.05,44.466667,59.016666,41.416668,56.333332,77.98333,32.666668,29.983334,53.966667,52.95,79.01667,97.51667,31.933332,20.916666,60.533333,36.366665
Plymouth 016D,72.0,44.166668,5.366667,45.55,60.116665,42.45,57.416668,79.083336,33.75,31.066668,55.066666,54.033333,80.05,98.55,33.016666,21.966667,61.566666,37.466667
Plymouth 020A,74.333336,46.55,6.516667,47.933334,62.5,44.783333,59.8,81.45,36.133335,33.45,57.45,56.416668,82.38333,100.86667,35.4,24.283333,63.9,39.833332
Plymouth 020B,73.65,45.85,5.8333335,47.25,61.8,44.1,59.116665,80.76667,35.45,32.766666,56.75,55.733334,81.7,100.183334,34.716667,23.6,63.2,39.15
Plymouth 021A,72.85,40.7,9.183333,42.083332,56.65,43.3,53.95,75.61667,30.283333,27.6,51.6,50.583332,80.9,99.4,29.55,22.816668,62.416668,34.0
Plymouth 021B,72.03333,39.883335,7.1833334,41.283333,55.833332,42.5,53.133335,74.8,29.466667,26.783333,50.783333,49.766666,80.083336,98.583336,28.733334,22.0,61.6,33.183334
Plymouth 021C,75.75,43.6,6.4333334,45.0,59.55,46.216667,56.85,78.51667,33.183334,30.5,54.5,53.483334,83.8,102.3,32.45,25.716667,65.316666,36.9
Plymouth 021D,73.166664,41.016666,5.483333,42.4,56.966667,43.616665,54.266666,75.916664,30.6,27.916666,51.916668,50.883335,81.21667,99.7,29.866667,23.116667,62.733334,34.316666
Plymouth 021E,73.86667,42.316666,4.45,43.7,58.25,44.316666,55.566666,77.21667,31.9,29.216667,53.216667,52.183334,82.51667,101.0,31.166666,23.816668,63.433334,35.6
Plymouth 023A,72.61667,43.316666,4.3166666,44.716667,59.266666,43.083332,56.583332,78.23333,32.916668,30.233334,54.216667,53.2,80.666664,99.15,32.183334,22.583334,62.183334,36.616665
Plymouth 023B,72.8,43.733334,3.1,45.116665,59.683334,43.25,56.983334,78.65,33.316666,30.633333,54.633335,53.616665,80.833336,99.333336,32.466667,22.766666,62.366665,37.033333
Plymouth 023C,72.65,44.75,3.05,46.133335,60.7,43.1,58.0,79.65,34.333332,31.666666,55.65,54.616665,80.683334,99.183334,33.616665,22.6,62.216667,38.05
Plymouth 023D,73.333336,44.433334,2.8166666,45.833332,60.383335,43.783333,57.7,79.35,34.033333,31.35,55.333332,54.316666,81.36667,99.86667,33.6,23.3,62.9,37.733334
Plymouth 023E,73.25,44.533333,2.1166666,45.916668,60.466667,43.7,57.783333,79.433334,34.116665,31.433332,55.433334,54.4,81.28333,99.78333,33.216667,23.216667,62.816666,37.816666
Plymouth 025A,73.13333,42.75,3.7166667,44.133335,58.7,43.583332,56.0,77.65,32.333332,29.65,53.65,52.616665,81.166664,99.666664,31.6,23.083334,62.7,36.05
Plymouth 025B,72.73333,43.233334,3.3166666,44.633335,59.183334,43.183334,56.483334,78.15,32.816666,30.133333,54.133335,53.116665,80.76667,99.26667,32.083332,22.683332,62.3,36.533333
Plymouth 026A,74.15,46.716667,7.0666666,48.1,62.65,44.6,59.966667,81.61667,36.3,33.616665,57.6,56.583332,82.2,100.683334,35.566666,24.1,63.7,40.0
Plymouth 026B,73.666664,47.066666,6.116667,48.466667,63.016666,44.116665,60.333332,81.98333,36.666668,33.983334,57.966667,56.95,81.71667,100.21667,35.933334,23.633333,63.233334,40.366665
Plymouth 026C,74.53333,47.933334,5.766667,49.333332,63.883335,44.983334,61.183334,82.85,37.533333,34.85,58.833332,57.816666,82.583336,101.066666,36.783333,24.5,64.1,41.233334
Plymouth 026D,75.316666,48.716667,5.266667,50.1,64.666664,45.616665,61.966667,83.63333,38.3,35.616665,59.616665,58.6,83.36667,101.85,36.366665,25.116667,64.71667,42.016666
Plymouth 026E,75.333336,48.733334,5.45,50.133335,64.683334,45.633335,61.983334,83.65,38.316666,35.65,59.633335,58.616665,83.38333,101.86667,36.55,25.133333,64.75,42.033333
Plymouth 027A,73.25,44.2,3.4833333,45.583332,60.15,43.7,57.45,79.11667,33.783333,31.1,55.1,54.083332,81.28333,99.78333,31.833334,23.2,62.816666,37.5
Plymouth 027B,73.73333,44.833332,2.1166666,46.216667,60.783333,44.2,58.083332,79.73333,34.416668,31.733334,55.733334,54.7,82.51667,101.0,32.466667,23.7,63.3,38.133335
Plymouth 028A,72.666664,44.316666,2.8166666,45.7,60.266666,43.116665,57.566666,79.21667,33.9,31.216667,55.216667,54.183334,80.7,99.183334,31.95,22.616667,62.216667,37.6
Plymouth 001B,65.316666,44.166668,11.466666,45.566666,60.116665,35.766666,57.416668,79.55,33.75,31.15,55.066666,54.05,73.36667,91.86667,33.1,15.266666,54.883335,37.466667
Plymouth 004B,74.316666,45.383335,11.55,46.766666,61.333332,43.783333,58.633335,80.3,34.966667,32.283333,56.283333,55.25,82.36667,100.86667,34.233334,23.3,62.9,38.683334
Plymouth 004C,74.03333,45.083332,11.25,46.483334,61.033333,43.5,58.333332,80.0,34.666668,31.983334,55.983334,54.966667,82.083336,100.566666,33.933334,23.0,62.6,38.383335
Plymouth 004D,71.433334,43.466667,9.633333,44.866665,59.416668,41.883335,56.716667,78.38333,33.066666,30.383333,54.366665,53.35,79.48333,97.96667,32.316666,21.383333,60.983334,36.766666
Plymouth 005A,68.48333,43.366665,12.5,44.766666,59.316666,38.933334,56.616665,78.28333,32.966667,30.283333,54.266666,53.25,76.53333,95.01667,32.233334,18.433332,58.033333,36.666668
Plymouth 005B,67.75,42.216667,11.566667,43.616665,58.166668,38.2,55.466667,77.13333,31.8,29.116667,53.116665,52.1,75.8,94.3,31.066668,17.716667,57.316666,35.516666
Plymouth 005C,67.2,43.716667,9.783334,45.1,59.666668,37.65,56.966667,81.433334,33.3,30.616667,54.616665,53.583332,75.25,93.73333,32.566666,17.15,56.766666,37.0
Plymouth 005D,68.566666,42.616665,11.966666,44.0,58.566666,39.016666,55.866665,77.53333,32.2,29.516666,53.516666,52.5,76.63333,95.11667,31.466667,18.533333,58.133335,35.916668
Plymouth 005E,68.53333,41.983334,11.333333,43.366665,57.933334,38.983334,55.233334,76.88333,31.566668,28.883333,52.883335,51.85,76.6,95.083336,30.833334,18.5,58.1,35.283333
Plymouth 006A,70.86667,43.883335,10.05,45.283333,59.833332,41.316666,57.133335,78.8,33.466667,30.8,54.783333,53.766666,78.916664,97.416664,32.733334,20.833334,60.433334,37.183334
Plymouth 006B,71.11667,44.316666,10.483334,45.716667,60.266666,41.566666,57.566666,79.23333,33.9,31.216667,55.216667,54.2,79.166664,97.666664,33.166668,21.066668,60.683334,37.616665
Plymouth 006C,69.8,44.0,10.2,45.4,59.95,40.25,57.25,78.916664,33.583332,30.9,54.9,53.883335,77.85,96.333336,32.85,19.75,59.35,37.3
Plymouth 007C,71.03333,43.866665,8.433333,45.25,59.816666,41.483334,57.116665,78.76667,33.45,30.766666,54.766666,53.733334,79.083336,97.566666,32.716667,20.983334,60.583332,37.166668
Plymouth 007D,68.916664,43.783333,9.316667,45.183334,59.733334,39.366665,57.033333,78.7,33.383335,30.266666,54.683334,53.666668,76.96667,95.45,32.216667,18.866667,58.466667,37.083332
Plymouth 007E,70.666664,45.35,9.316667,46.75,61.3,41.116665,58.616665,80.26667,34.95,32.266666,56.25,55.233334,78.71667,97.2,34.216667,20.616667,60.233334,38.65
Plymouth 009A,72.916664,44.966667,7.733333,46.35,60.9,43.366665,58.216667,79.86667,34.55,31.866667,55.85,54.833332,80.96667,99.46667,33.816666,22.866667,62.483334,38.25
Plymouth 010D,69.166664,41.35,10.7,42.75,57.3,39.616665,54.6,76.26667,30.933332,28.25,52.25,51.233334,77.23333,95.71667,30.2,19.133333,58.733334,34.65
Plymouth 010E,68.98333,40.8,10.15,42.183334,56.75,39.433334,54.05,75.7,30.383333,27.7,51.7,50.666668,77.05,95.53333,29.65,18.95,58.55,34.1
Plymouth 011A,70.88333,43.1,6.9,44.483334,59.05,41.333332,56.35,78.01667,32.683334,30.0,54.0,52.966667,78.933334,97.433334,31.95,20.85,60.45,36.4
Plymouth 011B,70.03333,42.25,6.05,43.65,58.2,40.5,55.5,77.166664,31.85,29.166666,53.15,52.133335,78.083336,96.583336,31.1,20.0,59.6,35.55
Plymouth 011C,71.61667,43.833332,6.5833335,45.233334,59.783333,42.066666,57.083332,78.75,33.416668,30.733334,54.733334,53.716667,79.666664,98.166664,32.683334,21.583334,61.183334,37.133335
Plymouth 011D,70.63333,42.85,5.65,44.25,58.8,41.1,56.1,77.76667,32.433334,29.75,53.75,52.733334,78.683334,97.183334,31.7,20.6,60.2,36.15
Plymouth 011E,71.45,43.666668,5.15,45.066666,59.616665,41.916668,56.916668,78.583336,33.25,30.583334,54.566666,53.55,79.5,98.0,32.516666,21.416666,61.016666,36.966667
Plymouth 013B,73.166664,45.783333,6.5666666,47.166668,61.733334,43.616665,59.033333,80.7,35.366665,32.683334,56.683334,55.65,81.21667,99.7,34.633335,23.116667,62.733334,39.083332
Plymouth 013C,72.88333,45.1,5.3333335,46.5,61.05,43.35,58.35,80.01667,34.683334,32.016666,56.0,54.983334,80.933334,99.433334,33.95,22.85,62.45,38.4
Plymouth 013D,73.46667,45.683334,5.6666665,47.083332,61.633335,43.933334,58.933334,80.6,35.283333,32.6,56.583332,55.566666,81.51667,100.01667,34.533333,23.433332,63.033333,38.983334
Plymouth 013E,71.0,43.2,4.25,44.6,59.15,41.45,56.466667,78.11667,32.8,30.116667,54.1,53.083332,79.05,97.53333,32.066666,20.95,60.55,36.5
Plymouth 014D,72.76667,44.8,7.4333334,46.2,60.75,43.216667,58.05,79.71667,34.4,31.716667,55.7,54.683334,80.816666,99.3,33.65,22.716667,62.316666,38.1
Plymouth 015A,73.416664,40.883335,10.233334,42.266666,56.833332,43.866665,54.133335,75.78333,30.466667,27.783333,51.783333,50.75,81.46667,99.95,29.733334,23.366667,62.966667,34.183334
Plymouth 015B,76.083336,40.85,11.15,42.25,56.8,46.533333,54.1,75.76667,30.383333,27.7,51.75,50.733334,84.13333,102.63333,29.65,26.033333,65.65,34.15
Plymouth 016E,69.833336,41.933334,6.733333,43.333332,57.883335,40.283333,55.183334,76.85,31.533333,28.85,52.833332,51.816666,77.88333,96.36667,30.783333,19.783333,59.4,35.233334
Plymouth 017A,71.28333,43.383335,4.6666665,44.783333,59.333332,41.733334,56.633335,78.3,32.966667,30.283333,54.283333,53.266666,79.333336,97.816666,32.233334,21.233334,60.833332,36.683334
Plymouth 017B,71.4,43.616665,4.55,45.016666,59.566666,41.866665,56.866665,78.53333,33.216667,30.533333,54.516666,53.5,79.45,97.95,32.466667,21.366667,60.966667,36.916668
Plymouth 017C,71.933334,44.033333,4.0,45.416668,59.983334,42.383335,57.283333,78.95,33.633335,30.95,54.933334,53.9,79.96667,98.46667,32.9,21.9,61.5,37.333332
Plymouth 017D,69.816666,42.033333,5.65,43.416668,57.983334,40.266666,55.283333,76.95,31.616667,28.933332,52.933334,51.9,77.86667,96.36667,30.883333,19.766666,59.383335,35.333332
Plymouth 017E,70.35,42.566666,6.1833334,43.95,58.5,40.8,55.816666,77.46667,32.15,29.466667,53.45,52.433334,78.4,96.88333,31.416666,20.3,59.916668,35.85
Plymouth 018A,76.816666,37.766666,12.55,39.15,53.7,47.85,51.016666,72.666664,27.35,24.666666,48.65,47.633335,83.566666,101.36667,26.6,26.766666,66.36667,31.05
Plymouth 018B,75.4,37.9,12.233334,39.283333,53.85,47.983334,51.15,72.8,27.483334,24.8,48.8,47.766666,83.7,101.5,26.75,25.366667,64.96667,31.183332
Plymouth 018C,76.066666,37.016666,12.483334,38.416668,52.966667,47.116665,50.266666,71.933334,26.6,23.916666,47.916668,46.9,82.833336,100.63333,25.866667,26.016666,65.63333,30.316668
Plymouth 018D,76.183334,40.816666,12.966666,42.216667,56.766666,46.633335,54.066666,75.73333,30.4,27.716667,51.716667,50.7,84.23333,102.71667,29.666666,26.133333,65.73333,34.1
Plymouth 019A,73.61667,41.083332,10.433333,42.483334,57.033333,44.066666,54.333332,76.0,30.666666,27.983334,51.983334,50.966667,81.666664,100.15,30.05,23.566668,63.183334,34.383335
Plymouth 019B,72.71667,40.183334,9.55,41.583332,56.133335,43.183334,53.45,75.1,29.783333,27.1,51.083332,50.066666,80.78333,99.26667,28.666666,22.683332,62.283333,33.483334
Plymouth 019C,74.03333,39.583332,10.866667,40.983334,55.533333,44.5,52.833332,74.5,29.166666,26.483334,50.483334,49.45,82.083336,100.583336,28.016666,24.0,63.6,32.883335
Plymouth 019D,71.88333,39.35,8.7,40.733334,55.3,42.333332,52.6,74.26667,28.933332,26.25,50.25,49.233334,79.933334,98.433334,28.2,21.833334,61.45,32.65
Plymouth 019E,72.333336,39.8,9.15,41.2,55.75,42.783333,53.05,74.71667,29.4,26.716667,50.7,49.683334,80.38333,98.88333,28.65,22.3,61.9,33.1
Plymouth 022A,74.8,38.916668,11.616667,40.3,54.85,45.25,52.166668,73.816666,28.5,25.816668,49.816666,48.783333,84.71667,102.51667,27.766666,24.766666,67.7,32.2
Plymouth 022B,76.666664,37.616665,13.066667,39.0,53.566666,47.7,50.866665,72.51667,27.2,24.516666,48.516666,47.483334,83.416664,101.21667,26.466667,26.616667,66.21667,30.9
Plymouth 022C,75.45,38.066666,12.266666,39.466667,54.016666,48.166668,51.316666,72.98333,27.65,24.966667,48.966667,47.95,83.88333,101.683334,27.35,25.4,65.01667,31.366667
Plymouth 022D,77.01667,37.966667,13.05,39.366665,53.916668,48.066666,51.216667,72.88333,27.566668,24.883333,48.866665,47.85,83.78333,101.583336,26.816668,26.183332,66.583336,31.266666
Plymouth 022E,76.0,36.95,12.4,38.333332,52.883335,47.033333,50.2,71.85,26.533333,23.85,47.833332,46.816666,82.75,100.55,25.8,25.95,65.55,30.233334
Plymouth 001C,64.65,44.466667,10.816667,45.85,60.4,35.1,57.716667,78.88333,34.033333,31.35,55.366665,54.333332,72.7,91.2,33.3,14.6,54.216667,37.75
Plymouth 001D,63.533333,46.816666,13.316667,48.216667,62.766666,33.983334,59.616665,77.76667,36.4,33.716667,57.716667,56.7,71.583336,90.083336,35.666668,13.5,53.1,40.116665
Plymouth 002B,66.71667,46.266666,12.216666,47.666668,62.216667,37.166668,59.516666,80.95,35.85,33.166668,57.166668,56.15,74.76667,93.26667,35.116665,16.666666,56.283333,39.566666
Plymouth 002C,67.4,46.366665,12.316667,47.766666,62.316666,37.85,59.633335,81.63333,35.966667,33.283333,57.266666,56.25,75.45,93.95,35.233334,17.366667,56.966667,39.666668
Plymouth 002D,66.9,45.866665,11.816667,47.266666,61.816666,37.35,59.116665,81.13333,35.45,32.766666,56.766666,55.75,74.95,93.433334,34.716667,16.85,56.466667,39.166668
Plymouth 002E,65.933334,45.75,12.116667,47.133335,61.7,36.383335,59.0,80.166664,35.333332,32.65,56.65,55.616665,73.98333,92.48333,34.583332,15.9,55.5,39.05
Plymouth 003D,68.416664,45.316666,11.266666,46.716667,61.266666,38.866665,58.566666,82.65,34.9,32.216667,56.216667,55.2,76.46667,94.95,34.166668,18.366667,57.966667,38.616665
Plymouth 003E,68.8,46.85,12.783334,48.233334,62.8,39.25,60.1,83.03333,36.433334,33.733334,57.75,56.716667,76.85,95.333336,35.683334,18.75,58.35,40.15
Plymouth 006D,70.96667,43.0,9.166667,44.4,58.95,41.416668,56.25,77.916664,32.6,29.916666,53.9,52.883335,79.01667,97.5,31.85,20.916666,60.516666,36.3
Plymouth 006E,73.166664,45.216667,8.9,46.6,61.166668,43.616665,58.466667,80.11667,34.8,32.116665,56.116665,55.083332,81.21667,99.71667,34.066666,23.116667,62.733334,38.5
Plymouth 009B,74.166664,46.216667,9.7,47.6,62.166668,44.616665,59.466667,81.13333,35.8,33.116665,57.116665,56.083332,82.21667,100.71667,35.066666,24.116667,63.733334,39.516666
Plymouth 009C,72.2,44.25,8.183333,45.633335,60.2,42.65,57.5,79.166664,33.833332,31.15,55.15,54.116665,80.25,98.75,33.1,22.166666,61.766666,37.55
Plymouth 009D,73.3,45.333332,7.8,46.733334,61.283333,43.633335,58.583332,80.25,34.933334,32.133335,56.233334,55.216667,81.35,99.833336,34.083332,23.133333,62.75,38.633335
Plymouth 009E,74.48333,46.516666,10.0,47.916668,62.466667,44.933334,59.783333,81.433334,36.116665,33.433334,57.416668,56.4,82.53333,101.01667,35.366665,24.433332,64.03333,39.816666
Plymouth 009F,72.11667,44.166668,8.516666,45.55,60.116665,42.566666,57.416668,79.066666,33.75,31.066668,55.066666,54.033333,80.166664,98.666664,33.016666,22.083334,61.683334,37.466667
Plymouth 009G,72.433334,44.466667,8.366667,45.866665,60.416668,42.883335,57.716667,79.38333,34.066666,31.383333,55.366665,54.35,80.48333,98.96667,33.333332,22.383333,62.0,37.766666
Plymouth 014E,74.96667,47.016666,10.5,48.4,62.966667,45.416668,60.266666,81.933334,36.6,33.916668,57.916668,56.883335,83.01667,101.51667,35.866665,24.916666,64.53333,40.316666
Plymouth 015C,73.083336,39.783333,9.9,41.183334,55.733334,43.533333,53.05,74.7,29.366667,26.683332,50.683334,49.65,81.13333,99.63333,28.633333,23.033333,62.65,33.083332
Plymouth 015D,74.45,39.6,11.266666,41.0,55.55,44.9,52.85,74.51667,29.183332,26.5,50.5,49.466667,85.416664,103.21667,28.45,24.416666,64.01667,32.883335
Plymouth 015E,75.86667,39.8,11.35,41.2,55.75,46.333332,53.05,74.71667,29.383333,26.7,50.7,49.683334,83.916664,102.416664,28.65,25.833334,65.433334,33.083332
Plymouth 020C,73.066666,45.283333,5.266667,46.683334,61.233334,43.533333,58.533333,80.2,34.883335,32.2,56.183334,55.166668,81.11667,99.61667,34.133335,23.033333,62.633335,38.583332
Plymouth 020D,72.933334,45.15,5.133333,46.55,61.1,43.4,58.4,80.066666,34.733334,32.066666,56.05,55.033333,80.98333,99.48333,34.0,22.9,62.5,38.45
Plymouth 020E,72.86667,45.083332,5.0666666,46.483334,61.033333,43.316666,58.333332,80.0,34.666668,31.983334,55.983334,54.966667,80.916664,99.416664,33.933334,22.833334,62.433334,38.383335
Plymouth 021F,73.7,41.55,6.9166665,42.95,57.5,44.166668,54.8,76.46667,31.133333,28.466667,52.45,51.433334,81.75,100.25,30.4,23.666666,63.266666,34.85
Plymouth 024A,72.833336,45.05,4.1,46.45,61.0,43.283333,58.3,79.96667,34.633335,31.95,55.95,54.933334,80.88333,99.38333,33.9,22.8,62.4,38.35
Plymouth 024B,72.666664,44.883335,5.0333333,46.266666,60.816666,43.116665,58.133335,79.78333,34.466667,31.783333,55.783333,54.75,80.71667,99.2,33.733334,22.616667,62.233334,38.166668
Plymouth 024C,74.183334,46.4,5.05,47.8,62.35,44.65,59.65,81.316666,35.983334,33.3,57.3,56.283333,82.23333,100.73333,35.25,24.15,63.75,39.7
Plymouth 024D,72.583336,44.8,4.7833333,46.2,60.75,43.05,58.05,79.71667,34.4,31.716667,55.7,54.683334,80.63333,99.13333,33.65,22.55,62.15,38.1
Plymouth 025C,74.63333,43.75,5.883333,45.15,59.7,45.083332,57.0,78.666664,33.333332,30.65,54.65,53.633335,83.95,102.45,32.6,24.583334,64.2,37.05
Plymouth 027C,73.6,45.55,2.0833333,46.95,61.5,44.05,58.8,80.46667,35.133335,32.183334,56.45,55.433334,81.65,100.13333,33.183334,23.55,63.166668,38.85
Plymouth 027E,76.066666,45.2,4.5666666,46.6,61.15,46.533333,58.45,80.11667,34.8,32.116665,56.1,55.083332,84.11667,102.61667,32.833332,26.033333,65.63333,38.5
Plymouth 030A,77.916664,42.916668,8.6,44.316666,58.866665,48.366665,56.166668,77.833336,32.5,29.816668,53.816666,52.783333,88.73333,106.53333,26.583334,27.866667,67.48333,36.216667
Plymouth 030B,80.98333,43.05,11.666667,44.45,59.0,53.15,56.3,77.96667,32.633335,29.95,53.95,52.933334,88.86667,106.666664,26.483334,30.466667,70.55,36.35
Plymouth 030C,79.48333,40.916668,10.933333,42.316666,56.866665,51.016666,54.183334,75.833336,30.516666,27.833334,51.816666,50.8,86.73333,104.53333,25.4,29.45,69.05,34.216667
Plymouth 030D,77.46667,42.166668,8.15,43.566666,58.116665,47.916668,55.416668,77.083336,31.75,29.066668,53.066666,52.05,87.98333,105.78333,26.233334,27.416666,67.01667,35.45
Plymouth 030E,77.816666,41.583332,10.2,42.983334,57.533333,48.266666,54.85,76.5,31.166666,28.483334,52.483334,51.466667,87.4,105.2,25.666666,27.766666,67.38333,34.883335
Plymouth 031B,77.2,43.65,7.883333,45.033333,59.6,47.65,56.9,78.566666,33.216667,30.533333,54.55,53.516666,85.25,103.73333,27.716667,27.15,66.75,36.933334
Plymouth 031C,76.53333,44.383335,7.233333,45.783333,60.333332,47.0,57.633335,79.3,33.966667,31.3,55.283333,54.266666,84.583336,103.083336,28.966667,26.5,66.1,37.683334
Plymouth 031D,79.683334,46.133335,10.366667,47.533333,62.083332,50.133335,59.383335,81.05,35.716667,33.033333,57.033333,56.016666,87.73333,106.23333,29.783333,29.633333,69.25,39.433334
Plymouth 031E,78.6,45.066666,9.283334,46.45,61.0,49.066666,58.316666,79.96667,34.633335,31.95,55.95,54.933334,86.65,105.15,28.7,28.566668,68.166664,38.35
Plymouth 031F,78.9,45.366665,9.6,46.75,61.316666,49.366665,58.616665,80.26667,34.933334,32.25,56.266666,55.233334,86.95,105.45,29.0,28.866667,68.46667,38.65
Plymouth 032A,81.15,43.216667,11.833333,44.616665,59.166668,53.316666,56.466667,78.13333,32.8,30.116667,54.116665,53.1,89.03333,106.833336,26.65,30.633333,70.7,36.516666
Plymouth 032B,80.0,43.683334,10.683333,45.083332,59.633335,50.45,56.933334,78.6,33.266666,30.583334,54.583332,53.566666,89.5,107.3,27.116667,29.95,69.566666,36.966667
Plymouth 032C,79.45,44.433334,10.133333,45.833332,60.383335,49.9,57.683334,79.35,34.016666,31.45,55.333332,54.316666,90.25,108.05,27.8,29.4,69.01667,37.733334
Plymouth 032D,76.8,43.016666,7.483333,44.416668,58.966667,47.25,56.283333,77.933334,32.6,29.916666,53.916668,52.883335,84.85,103.35,27.1,26.766666,66.36667,36.316666
Plymouth 032E,78.9,43.883335,9.583333,45.283333,59.833332,49.35,57.15,78.8,33.466667,30.9,54.783333,53.766666,89.7,107.5,27.25,28.85,68.46667,37.183334
Plymouth 033A,74.63333,46.583332,3.1333334,47.983334,62.533333,45.083332,59.85,81.5,36.183334,33.233334,57.483334,56.466667,82.683334,101.183334,34.233334,24.6,64.2,39.883335
